사고월,사고일,합계,과로,과속,앞지르기 방법위반,앞지르기 금지위반,중앙선 침범,신호위반,안전거리 미확보,서행 및 일시정지위반,부당한 회전,통행우선 순위위반,진로양보 의무 불이행,안전운전 의무 불이행,교차로 통행방법 위반,보행자 보호의무 위반,차로위반(진로변경 위반),직진 및 우회전차의 통행방해,철길건널목 통과방법위반,긴급자동차에대한 피양의무 위반,기타(운전자법규위반),정비불량 제차의 운전금지위반
02월,17일,377,-,2,2,-,27,47,32,1,3,-,-,205,24,13,2,13,-,-,6,-
02월,18일,334,-,2,-,-,13,42,28,1,2,-,-,190,19,13,7,9,-,-,8,-
02월,19일,504,-,1,1,1,21,54,34,2,1,-,-,290,33,30,8,12,-,-,16,-
02월,20일,491,-,2,-,-,27,55,60,-,3,-,-,253,33,21,14,14,-,-,9,-
02월,21일,473,-,2,1,-,25,57,40,-,2,-,-,268,24,22,10,15,-,-,7,-
02월,22일,577,-,3,-,-,34,74,51,2,2,-,-,310,40,19,11,21,-,-,10,-
02월,23일,623,-,1,-,-,38,66,61,3,6,-,-,358,33,25,10,16,-,-,6,-
02월,24일,509,-,-,-,-,25,48,43,1,-,-,-,308,38,18,10,6,-,-,12,-
02월,25일,386,-,3,-,-,22,54,31,-,4,-,-,210,27,10,8,9,-,-,8,-
02월,26일,565,-,3,-,-,16,73,52,-,6,-,-,309,38,18,12,15,-,-,23,-
02월,27일,552,-,1,-,-,21,65,56,-,2,-,-,313,30,25,10,17,-,-,12,-
02월,28일,740,-,3,-,-,38,87,58,1,3,-,-,423,35,43,13,14,-,-,22,-
03월,합계,"17,022",-,80,7,23,744,"1,930","1,586",38,114,-,1,"9,550","1,068",679,336,478,-,-,387,1
03월,01일,475,-,1,-,1,19,57,46,-,4,-,-,268,24,16,9,16,-,-,13,1
03월,02일,603,-,1,-,1,14,62,64,2,6,-,-,346,40,25,12,16,-,-,14,-
03월,03일,480,-,5,-,1,22,57,49,-,6,-,-,263,18,18,8,19,-,-,14,-
03월,04일,444,-,3,-,-,23,76,38,3,1,-,-,231,18,23,8,11,-,-,9,-
03월,05일,533,-,2,-,-,15,68,58,1,7,-,-,278,42,31,6,12,-,-,13,-
03월,06일,498,-,3,-,-,28,55,52,2,3,-,-,263,30,17,6,17,-,-,22,-
03월,07일,558,-,-,-,1,29,51,32,-,2,-,-,332,37,31,16,16,-,-,11,-
03월,08일,523,-,1,1,-,20,73,43,-,2,-,-,287,33,21,14,16,-,-,12,-
03월,09일,525,-,1,-,-,21,58,48,1,6,-,-,306,39,15,9,7,-,-,14,-
03월,10일,559,-,2,1,1,20,62,50,-,4,-,-,327,32,22,11,16,-,-,11,-
03월,11일,412,-,5,-,-,26,48,35,2,-,-,-,231,28,10,8,12,-,-,7,-
03월,12일,546,-,1,-,1,22,55,55,1,1,-,-,303,45,21,10,18,-,-,13,-
03월,13일,560,-,-,-,1,26,66,46,-,5,-,-,306,38,25,14,16,-,-,17,-
03월,14일,618,-,1,2,1,29,59,55,-,5,-,-,348,47,21,17,17,-,-,16,-
03월,15일,622,-,9,-,-,25,72,46,5,2,-,-,358,32,25,10,22,-,-,16,-
03월,16일,632,-,3,-,1,34,65,53,1,7,-,-,369,39,23,7,14,-,-,16,-
03월,17일,611,-,5,-,-,25,70,65,2,2,-,-,328,50,21,13,19,-,-,11,-
03월,18일,470,-,3,-,1,20,57,49,4,3,-,-,251,38,15,8,12,-,-,9,-
03월,19일,559,-,2,-,-,25,64,66,2,1,-,-,281,36,43,9,21,-,-,9,-
03월,20일,575,-,2,-,-,21,63,43,2,6,-,-,327,36,32,16,13,-,-,14,-
03월,21일,563,-,-,1,2,25,72,51,-,8,-,-,318,34,27,8,9,-,-,8,-
03월,22일,595,-,-,-,1,26,70,63,-,5,-,1,318,46,30,14,10,-,-,11,-
03월,23일,593,-,4,-,-,20,65,57,2,3,-,-,323,37,30,19,19,-,-,14,-
03월,24일,538,-,7,-,2,16,64,52,-,3,-,-,299,43,14,11,15,-,-,12,-
03월,25일,418,-,3,-,1,20,45,43,1,1,-,-,257,14,7,11,13,-,-,2,-
03월,26일,575,-,3,-,1,32,51,56,1,5,-,-,341,26,17,7,19,-,-,16,-
03월,27일,520,-,-,2,1,22,51,53,-,4,-,-,302,29,22,7,21,-,-,6,-
03월,28일,582,-,1,-,-,30,62,61,2,3,-,-,328,35,18,13,18,-,-,11,-
03월,29일,610,-,3,-,2,25,73,56,-,1,-,-,366,32,15,7,17,-,-,13,-
03월,30일,631,-,5,-,-,40,73,51,2,5,-,-,341,41,30,14,13,-,-,16,-
03월,31일,594,-,4,-,3,24,66,50,2,3,-,-,354,29,14,14,14,-,-,17,-
04월,합계,"17,992",-,84,8,37,761,"1,938","1,625",37,119,3,2,"10,284","1,174",648,358,498,1,-,414,1
04월,01일,453,-,3,-,-,16,46,36,2,5,-,-,269,26,15,12,12,-,-,10,1
04월,02일,601,-,4,-,1,35,63,46,1,3,-,-,340,38,26,13,16,-,-,15,-
04월,03일,619,-,1,-,5,29,76,64,1,2,-,-,328,41,24,10,19,-,-,19,-
04월,04일,605,-,1,-,1,28,67,48,1,5,2,-,348,40,23,5,19,-,-,17,-
04월,05일,667,-,4,-,-,31,78,61,2,4,-,1,385,38,26,12,10,-,-,15,-
04월,06일,632,-,3,-,1,25,70,44,1,7,-,-,365,47,20,16,21,-,-,12,-
04월,07일,655,-,2,1,2,31,73,73,1,4,-,-,365,37,15,12,24,-,-,15,-
04월,08일,491,-,2,-,-,28,52,43,3,3,-,-,286,29,15,6,15,-,-,9,-
04월,09일,642,-,2,-,1,25,61,67,-,2,-,1,345,49,28,16,21,1,-,23,-
04월,10일,633,-,1,1,1,26,90,60,1,6,-,-,347,40,23,9,14,-,-,14,-
04월,11일,599,-,2,-,1,25,62,55,-,3,-,-,349,44,24,11,14,-,-,9,-
04월,12일,634,-,3,-,1,17,68,54,1,3,-,-,369,37,32,14,15,-,-,20,-
04월,13일,642,-,2,1,1,20,76,61,-,3,-,-,375,40,22,12,15,-,-,14,-
04월,14일,571,-,4,1,4,29,71,49,1,1,-,-,323,36,13,13,12,-,-,14,-
04월,15일,484,-,2,1,1,24,48,37,2,3,-,-,291,30,12,10,16,-,-,7,-
04월,16일,575,-,1,-,2,23,57,58,1,5,-,-,338,29,18,13,20,-,-,10,-
04월,17일,596,-,7,1,-,21,66,54,1,2,-,-,314,45,30,18,22,-,-,15,-
04월,18일,602,-,3,-,3,25,48,73,1,6,1,-,333,45,20,11,17,-,-,16,-
04월,19일,591,-,1,-,1,25,54,52,-,6,-,-,344,41,22,11,18,-,-,16,-
04월,20일,658,-,4,-,-,24,74,60,3,3,-,-,383,35,28,16,15,-,-,13,-
04월,21일,692,-,5,1,1,28,70,62,2,8,-,-,397,48,16,15,20,-,-,19,-
04월,22일,484,-,2,-,1,21,58,42,3,2,-,-,282,31,16,6,10,-,-,10,-
04월,23일,620,-,3,-,-,32,86,48,3,1,-,-,353,44,30,10,7,-,-,3,-
04월,24일,628,-,3,-,-,39,82,44,1,5,-,-,336,42,27,12,21,-,-,16,-
04월,25일,598,-,4,-,3,17,63,61,-,7,-,-,330,45,25,10,20,-,-,13,-
04월,26일,570,-,5,-,2,16,56,56,1,4,-,-,323,36,27,11,18,-,-,15,-
04월,27일,636,-,1,-,2,22,52,63,2,4,-,-,375,47,24,9,20,-,-,15,-
04월,28일,655,-,1,-,-,29,53,65,-,4,-,-,404,39,15,18,16,-,-,11,-
04월,29일,531,-,3,-,1,26,57,38,1,6,-,-,312,36,13,13,17,-,-,8,-
04월,30일,628,-,5,1,1,24,61,51,1,2,-,-,375,39,19,14,14,-,-,21,-
05월,합계,"18,636",-,76,10,26,822,"2,061","1,728",39,135,5,7,"10,449","1,275",601,401,535,-,-,465,1
05월,01일,511,-,4,-,2,22,61,49,1,4,-,-,280,33,19,4,17,-,-,15,-
05월,02일,618,-,2,-,-,35,73,77,3,3,-,-,303,49,32,8,19,-,-,14,-
05월,03일,637,-,1,-,-,31,75,57,1,2,-,-,361,44,25,8,16,-,-,16,-
05월,04일,690,-,2,-,-,39,77,50,-,3,1,-,383,55,24,19,17,-,-,20,-
05월,05일,632,-,2,1,-,43,63,58,2,6,1,-,352,37,16,13,22,-,-,16,-
05월,06일,428,-,5,-,-,26,51,37,1,3,-,1,241,30,5,12,6,-,-,10,-
05월,07일,539,-,4,-,-,25,53,48,2,5,-,-,324,37,12,11,11,-,-,7,-
05월,08일,588,-,-,1,-,20,77,62,2,5,-,-,318,41,25,4,23,-,-,10,-
05월,09일,617,-,1,-,1,24,66,55,3,6,-,-,334,47,27,15,17,-,-,21,-
05월,10일,633,-,1,-,1,17,63,61,1,3,1,-,349,55,29,15,15,-,-,22,-
05월,11일,644,-,2,-,2,18,94,56,2,9,-,-,336,45,22,16,21,-,-,20,1
05월,12일,680,-,5,-,3,31,80,62,1,1,-,1,379,44,21,20,20,-,-,12,-
05월,13일,509,-,5,1,1,18,58,48,1,2,-,-,285,28,17,7,21,-,-,17,-
05월,14일,556,-,1,-,-,21,51,46,1,11,-,-,334,31,15,16,11,-,-,18,-
05월,15일,570,-,3,1,1,20,57,43,2,5,-,1,343,37,17,13,17,-,-,10,-
05월,16일,515,-,1,1,-,25,52,47,1,2,-,-,286,37,20,16,16,-,-,11,-
05월,17일,627,-,1,-,3,25,79,56,-,-,-,-,361,32,25,19,14,-,-,12,-
05월,18일,678,-,2,-,-,26,73,60,-,8,-,-,391,38,24,16,28,-,-,12,-
05월,19일,709,-,1,-,1,35,69,66,-,4,-,1,413,49,24,13,17,-,-,16,-
05월,20일,489,-,3,-,1,22,56,59,1,6,1,-,268,30,11,8,10,-,-,13,-
05월,21일,616,-,5,-,-,33,62,56,5,3,-,-,331,49,20,11,23,-,-,18,-
05월,22일,615,-,1,-,-,27,56,54,2,5,-,-,365,50,20,12,13,-,-,10,-
05월,23일,638,-,1,-,-,31,58,60,1,3,-,1,368,37,27,15,22,-,-,14,-
05월,24일,601,-,1,2,-,18,76,46,1,4,-,-,332,51,16,16,18,-,-,20,-
05월,25일,676,-,5,1,2,30,69,66,-,3,-,1,355,61,23,18,16,-,-,26,-
05월,26일,655,-,4,-,4,21,69,60,1,4,-,-,393,41,13,11,24,-,-,10,-
05월,27일,432,-,2,-,-,19,61,34,1,5,-,-,248,20,7,5,20,-,-,10,-
05월,28일,621,-,3,1,1,33,58,63,1,6,1,-,339,50,15,19,17,-,-,14,-
05월,29일,606,-,3,-,-,26,77,60,-,5,-,1,331,39,16,12,17,-,-,19,-
05월,30일,631,-,3,-,1,33,76,52,1,3,-,-,355,43,18,15,15,-,-,16,-
05월,31일,675,-,2,1,2,28,71,80,1,6,-,-,391,35,16,14,12,-,-,16,-
06월,합계,"18,082",-,69,9,31,800,"2,001","1,639",38,128,2,4,"10,202","1,224",581,379,543,-,-,432,-
06월,01일,699,-,3,2,-,29,82,64,-,2,-,-,399,47,33,10,18,-,-,10,-
06월,02일,683,-,6,-,2,31,88,55,-,8,-,-,388,45,17,11,13,-,-,19,-
06월,03일,495,-,1,-,1,24,62,41,-,6,-,-,289,29,12,7,11,-,-,12,-
06월,04일,636,-,1,-,1,29,71,53,2,4,-,-,354,42,25,15,19,-,-,20,-
06월,05일,661,-,3,1,2,32,70,57,2,2,-,-,385,40,22,17,16,-,-,12,-
06월,06일,564,-,-,-,2,22,72,53,2,4,-,-,310,35,14,13,19,-,-,18,-
06월,07일,585,-,2,1,-,24,58,60,2,6,1,-,338,36,18,9,19,-,-,11,-
06월,08일,679,-,1,-,1,25,78,61,1,8,-,1,360,55,26,19,17,-,-,26,-
06월,09일,623,-,1,-,1,26,91,61,1,4,-,-,334,41,9,14,27,-,-,13,-
06월,10일,469,-,7,-,-,28,56,44,3,2,-,-,257,25,11,10,10,-,-,16,-
06월,11일,611,-,1,-,1,29,68,60,1,-,-,1,337,45,17,11,22,-,-,18,-
06월,12일,656,-,2,1,-,25,73,55,3,6,-,-,350,44,34,10,30,-,-,23,-
06월,13일,546,-,4,1,1,26,63,45,2,6,-,-,303,37,12,7,19,-,-,20,-
06월,14일,627,-,2,-,1,25,63,45,2,1,1,-,378,40,17,15,21,-,-,16,-
06월,15일,660,-,3,-,-,35,56,65,3,7,-,-,369,53,25,15,18,-,-,11,-
06월,16일,599,-,2,-,1,29,60,57,1,2,-,1,351,30,19,14,20,-,-,12,-
06월,17일,450,-,1,1,2,29,62,31,3,1,-,-,253,26,9,13,8,-,-,11,-
06월,18일,658,-,1,1,3,34,69,61,-,6,-,-,368,52,14,13,15,-,-,21,-
06월,19일,566,-,3,-,-,19,47,61,2,4,-,-,335,44,13,9,14,-,-,15,-
06월,20일,581,-,-,-,2,25,68,43,1,3,-,-,330,46,21,9,28,-,-,5,-
06월,21일,633,-,1,-,1,19,59,59,1,2,-,-,363,41,27,19,24,-,-,17,-
06월,22일,742,-,1,1,1,32,74,79,-,8,-,-,406,57,29,17,19,-,-,18,-
06월,23일,576,-,5,-,-,26,73,47,-,7,-,-,331,41,14,12,13,-,-,7,-
06월,24일,450,-,-,-,-,22,53,38,-,5,-,-,257,34,7,9,11,-,-,14,-
06월,25일,686,-,2,-,1,26,76,68,1,6,-,1,396,43,17,21,17,-,-,11,-
06월,26일,636,-,4,-,1,28,72,58,2,3,-,-,348,41,24,22,23,-,-,10,-
06월,27일,561,-,3,-,3,29,54,49,1,5,-,-,305,43,25,13,19,-,-,12,-
06월,28일,587,-,4,-,-,21,68,64,1,1,-,-,327,36,27,9,22,-,-,7,-
06월,29일,635,-,1,-,2,29,65,53,1,4,-,-,371,46,24,8,14,-,-,17,-
06월,30일,528,-,4,-,1,22,50,52,-,5,-,-,310,30,19,8,17,-,-,10,-
07월,합계,"18,699",-,77,9,30,819,"1,994","1,721",56,151,2,8,"10,578","1,270",579,354,588,-,-,462,1
07월,01일,481,-,3,-,1,29,48,47,-,2,1,-,284,31,10,3,11,-,-,11,-
07월,02일,646,-,2,-,-,33,80,68,1,5,-,-,363,36,22,12,12,-,-,12,-
07월,03일,568,-,1,-,-,26,57,47,-,1,-,-,346,27,21,11,17,-,-,14,-
07월,04일,610,-,2,2,1,21,63,79,-,5,-,1,316,41,25,14,23,-,-,17,-
07월,05일,612,-,6,-,1,19,73,48,4,7,-,-,334,49,26,11,19,-,-,15,-
07월,06일,598,-,3,-,2,28,62,54,-,5,-,-,322,40,29,12,21,-,-,20,-
07월,07일,633,-,-,-,-,37,55,59,1,6,-,-,365,38,17,14,20,-,-,21,-
07월,08일,437,-,2,-,-,26,59,29,3,6,-,-,250,28,5,8,9,-,-,12,-
07월,09일,528,-,1,-,1,19,63,48,6,1,-,-,297,34,24,7,13,-,-,14,-
07월,10일,587,-,3,-,-,30,58,59,1,8,-,-,324,45,17,9,24,-,-,9,-
07월,11일,617,-,2,1,-,29,71,60,1,2,-,-,336,42,17,18,21,-,-,17,-
07월,12일,583,-,-,-,1,30,65,51,2,6,-,1,328,35,14,20,18,-,-,12,-
07월,13일,638,-,2,-,1,28,56,57,2,7,-,-,380,37,24,9,23,-,-,12,-
07월,14일,637,-,3,-,4,27,80,58,3,3,-,-,350,30,23,8,27,-,-,21,-
07월,15일,472,-,6,1,2,27,49,37,-,4,-,1,270,21,11,9,17,-,-,17,-
07월,16일,612,-,2,-,3,23,68,67,2,6,-,-,330,57,19,8,11,-,-,15,1
07월,17일,669,-,1,-,1,29,70,61,1,11,-,-,350,61,19,17,24,-,-,24,-
07월,18일,631,-,4,1,-,23,55,53,2,-,-,-,385,39,27,11,21,-,-,10,-
07월,19일,697,-,5,-,1,20,72,69,4,4,-,-,408,58,17,10,18,-,-,11,-
07월,20일,776,-,3,2,1,31,64,61,3,7,-,-,449,56,23,22,24,-,-,30,-
07월,21일,612,-,4,-,-,24,66,62,5,7,-,-,343,37,11,17,19,-,-,17,-
07월,22일,493,-,1,-,-,26,51,41,-,3,-,1,302,28,11,9,12,-,-,8,-
07월,23일,627,-,3,-,1,25,76,62,-,5,-,-,355,42,20,8,20,-,-,10,-
07월,24일,656,-,1,-,-,26,70,55,3,1,-,1,383,49,23,10,21,-,-,13,-
07월,25일,635,-,-,-,-,22,70,59,3,5,-,1,356,44,17,17,26,-,-,15,-
07월,26일,587,-,2,1,2,29,60,54,2,9,-,-,319,46,22,10,19,-,-,12,-
07월,27일,708,-,6,-,2,34,79,61,3,6,-,-,386,55,27,11,17,-,-,21,-
07월,28일,582,-,2,-,-,22,73,58,-,5,-,-,335,42,7,11,13,-,-,14,-
07월,29일,496,-,1,-,1,24,61,41,-,6,-,-,284,33,11,7,15,-,-,12,-
07월,30일,652,-,1,1,2,25,54,57,3,3,1,1,383,51,21,10,24,-,-,15,-
07월,31일,619,-,5,-,2,27,66,59,1,5,-,1,345,38,19,11,29,-,-,11,-
08월,합계,"18,335",-,94,12,26,804,"2,042","1,712",46,121,1,5,"10,369","1,210",565,401,544,-,-,383,-
08월,01일,654,-,6,-,-,21,66,62,2,6,-,-,379,49,15,13,18,-,-,17,-
08월,02일,620,-,4,-,1,20,68,62,2,2,-,1,364,37,14,11,20,-,-,14,-
08월,03일,612,-,1,1,3,33,60,63,4,2,-,-,326,54,17,10,25,-,-,13,-
08월,04일,544,-,6,-,1,20,59,61,1,5,-,-,300,34,12,19,18,-,-,8,-
08월,05일,478,-,4,-,-,27,56,56,-,4,-,-,264,22,11,10,17,-,-,7,-
08월,06일,559,-,1,1,-,20,63,53,3,3,-,-,314,34,21,11,25,-,-,10,-
08월,07일,567,-,4,-,1,27,65,58,1,1,-,-,304,45,17,12,21,-,-,11,-
08월,08일,563,-,3,-,1,27,60,44,-,6,-,-,326,37,12,15,18,-,-,14,-
08월,09일,611,-,3,-,-,26,55,60,1,6,-,-,353,44,15,14,19,-,-,15,-
08월,10일,651,-,4,-,1,29,68,54,2,5,-,-,382,41,23,10,17,-,-,15,-
08월,11일,567,-,2,-,2,29,64,50,1,7,-,-,311,42,11,18,19,-,-,11,-
08월,12일,449,-,5,1,1,18,45,36,2,1,-,-,270,32,5,15,11,-,-,7,-
08월,13일,646,-,1,-,1,27,81,64,1,2,-,-,377,33,19,15,13,-,-,12,-
08월,14일,654,-,3,-,4,25,69,75,1,6,-,1,373,33,20,14,19,-,-,11,-
08월,15일,547,-,1,-,1,25,65,48,3,3,-,1,309,42,17,14,11,-,-,7,-
08월,16일,639,-,1,-,1,31,72,59,3,7,-,-,342,43,26,18,21,-,-,15,-
08월,17일,685,-,3,2,1,22,82,56,2,6,-,-,404,41,17,24,13,-,-,12,-
08월,18일,613,-,3,1,-,30,86,57,-,3,-,-,336,36,17,14,13,-,-,17,-
08월,19일,504,-,2,2,-,22,64,47,-,2,-,-,268,44,13,14,13,-,-,13,-
08월,20일,589,-,7,-,1,26,58,62,2,5,1,-,327,39,13,13,17,-,-,18,-
08월,21일,661,-,2,2,-,26,86,66,1,3,-,-,369,35,26,13,18,-,-,14,-
08월,22일,647,-,3,1,-,28,60,60,-,2,-,1,367,53,27,9,17,-,-,19,-
08월,23일,527,-,2,-,2,24,69,49,1,2,-,-,283,37,22,13,14,-,-,9,-
08월,24일,596,-,1,-,1,31,81,58,1,4,-,-,316,32,23,11,21,-,-,16,-
08월,25일,580,-,2,-,-,21,62,46,2,4,-,-,365,30,17,9,14,-,-,8,-
08월,26일,500,-,3,-,-,30,47,32,-,3,-,-,302,37,12,11,13,-,-,10,-
08월,27일,626,-,4,-,-,33,66,50,1,5,-,-,351,49,25,11,21,-,-,10,-
08월,28일,619,-,1,1,-,22,72,58,4,4,-,-,367,35,18,9,15,-,-,13,-
08월,29일,605,-,2,-,-,30,61,42,1,6,-,-,366,35,20,11,22,-,-,9,-
08월,30일,585,-,5,-,1,28,61,58,2,4,-,1,311,49,22,7,21,-,-,15,-
08월,31일,637,-,5,-,2,26,71,66,2,2,-,-,343,36,38,13,20,-,-,13,-
09월,합계,"18,371",-,87,13,22,819,"2,008","1,738",43,142,1,3,"10,355","1,245",597,333,529,1,-,433,2
09월,01일,607,-,5,-,1,27,74,59,-,1,-,-,351,40,14,14,12,-,-,9,-
09월,02일,455,-,5,1,-,30,42,43,2,4,-,-,261,28,15,8,12,-,-,4,-
09월,03일,655,-,3,-,1,27,74,75,3,4,-,-,355,42,28,12,19,-,-,12,-
09월,04일,600,-,2,-,1,23,76,60,2,5,-,-,295,52,28,13,24,-,-,19,-
09월,05일,668,-,2,-,1,45,66,68,1,8,-,-,376,37,20,9,23,-,-,11,1
09월,06일,568,-,2,-,-,32,76,47,2,4,-,-,316,29,17,13,17,-,-,13,-
09월,07일,681,-,4,1,1,27,75,56,5,7,-,-,380,46,24,14,24,-,-,17,-
09월,08일,641,-,1,-,1,29,57,71,2,7,-,-,378,37,21,4,12,-,-,21,-
09월,09일,514,-,3,-,1,19,57,33,-,1,-,-,319,49,6,4,12,-,-,10,-
09월,10일,725,-,1,1,-,23,51,83,2,8,-,-,416,53,26,13,30,-,-,18,-
09월,11일,581,-,1,-,2,18,64,58,3,3,-,-,315,51,14,12,23,1,-,16,-
09월,12일,731,-,3,1,1,23,75,73,4,6,-,-,434,46,21,10,16,-,-,18,-
09월,13일,687,-,3,-,1,35,82,63,1,4,-,-,387,49,24,11,16,-,-,11,-
09월,14일,737,-,2,1,2,36,83,84,-,4,-,-,409,50,19,16,12,-,-,19,-
09월,15일,643,-,3,-,2,27,69,50,1,3,-,-,374,45,24,9,19,-,-,17,-
09월,16일,522,-,5,-,2,28,59,41,1,4,-,-,300,38,7,10,15,-,-,12,-
09월,17일,647,-,1,1,1,18,72,60,2,3,-,-,373,48,19,12,21,-,-,16,-
09월,18일,679,-,2,-,-,24,72,53,-,9,-,1,357,55,30,17,29,-,-,30,-
09월,19일,681,-,1,-,1,32,60,66,1,2,-,-,407,39,23,13,17,-,-,19,-
09월,20일,745,-,4,1,-,41,89,81,-,5,-,-,391,52,27,16,17,-,-,21,-
09월,21일,840,-,9,2,1,35,87,85,1,9,-,1,458,53,37,24,17,-,-,21,-
09월,22일,704,-,4,1,-,30,79,59,3,9,-,-,412,38,28,7,18,-,-,15,1
09월,23일,445,-,4,2,-,20,43,43,-,7,-,1,264,25,10,9,10,-,-,7,-
09월,24일,433,-,1,-,1,20,51,43,1,2,-,-,252,27,7,7,12,-,-,9,-
09월,25일,473,-,6,-,1,30,54,47,-,5,-,-,252,34,13,7,16,-,-,8,-
09월,26일,442,-,3,-,-,17,52,46,-,2,1,-,238,37,14,12,10,-,-,10,-
09월,27일,639,-,1,-,-,29,69,58,2,4,-,-,355,43,29,14,23,-,-,12,-
