"","date","평균기온","강수량","적설량","풍속","습도","날씨","city"
"1","2017-01-01",2.7,NA,NA,5.4,75.9,"구름많음","서울"
"2","2017-01-02",5,0.3,NA,7.6,77.8,"구름많음","서울"
"3","2017-01-03",2,NA,NA,6.5,61.8,"맑음","서울"
"4","2017-01-04",3.9,NA,NA,6.1,55,"맑음","서울"
"5","2017-01-05",3.8,NA,NA,11.2,52.3,"구름많음","서울"
"6","2017-01-06",5.4,NA,NA,8.6,58.5,"구름조금","서울"
"7","2017-01-07",4.6,NA,NA,5,64.9,"구름조금","서울"
"8","2017-01-08",6.5,0,NA,9.4,61.4,"구름많음","서울"
"9","2017-01-09",1.5,0,NA,11.9,60.8,"구름조금","서울"
"10","2017-01-10",-3.7,NA,NA,11.5,45.1,"맑음","서울"
"11","2017-01-11",-3.8,NA,NA,7.6,36.4,"맑음","서울"
"12","2017-01-12",-2.2,0,0.1,11.2,43.1,"맑음","서울"
"13","2017-01-13",-6,0.6,1.5,10.4,47.4,"맑음","서울"
"14","2017-01-14",-8.4,NA,NA,13.7,33.3,"맑음","서울"
"15","2017-01-15",-6.6,NA,NA,8.3,35.3,"맑음","서울"
"16","2017-01-16",-3.8,NA,NA,5,37.6,"맑음","서울"
"17","2017-01-17",-2,NA,NA,5.4,46.6,"구름조금","서울"
"18","2017-01-18",-0.5,0,NA,4.7,68.9,"구름조금","서울"
"19","2017-01-19",-1.2,NA,NA,5.8,55.4,"구름많음","서울"
"20","2017-01-20",-4.4,4,6.6,10.8,70.3,"구름조금","서울"
"21","2017-01-21",-5.2,2.1,3.2,5.8,78.1,"구름조금","서울"
"22","2017-01-22",-8.3,0,0,13.7,51.3,"맑음","서울"
"23","2017-01-23",-8.9,NA,NA,7.9,48.4,"맑음","서울"
"24","2017-01-24",-7,NA,NA,7.2,49.6,"맑음","서울"
"25","2017-01-25",-5.2,NA,NA,5.4,50.6,"맑음","서울"
"26","2017-01-26",-1.3,0.3,NA,7.9,64.4,"구름많음","서울"
"27","2017-01-27",-2.6,3,NA,12.2,47.3,"맑음","서울"
"28","2017-01-28",-1.6,NA,NA,6.1,38,"구름많음","서울"
"29","2017-01-29",0.8,4.5,2.1,6.5,71.1,"흐림","서울"
"30","2017-01-30",-4.8,0.1,0.1,11.9,61.4,"맑음","서울"
"31","2017-01-31",-5.4,NA,NA,6.1,44.8,"구름조금","서울"
"32","2017-02-01",-4,NA,NA,9,44.5,"맑음","서울"
"33","2017-02-02",-2.7,NA,NA,9.7,52.9,"맑음","서울"
"34","2017-02-03",1.5,NA,NA,5.4,65.4,"맑음","서울"
"35","2017-02-04",0.9,NA,NA,5.8,69.4,"구름많음","서울"
"36","2017-02-05",1.2,0.5,NA,7.6,75.3,"구름많음","서울"
"37","2017-02-06",-1.7,NA,NA,10.8,51,"맑음","서울"
"38","2017-02-07",-2,NA,NA,5.4,45.4,"구름조금","서울"
"39","2017-02-08",-2.2,NA,NA,7.2,50.1,"구름많음","서울"
"40","2017-02-09",-5.3,NA,NA,13.7,47,"맑음","서울"
"41","2017-02-10",-6.6,NA,NA,14.8,44.3,"맑음","서울"
"42","2017-02-11",-4.8,NA,NA,10.1,45.4,"맑음","서울"
"43","2017-02-12",-2.2,NA,NA,7.6,51.3,"맑음","서울"
"44","2017-02-13",0.1,NA,NA,5.8,59.6,"구름조금","서울"
"45","2017-02-14",0.3,NA,NA,9,46,"맑음","서울"
"46","2017-02-15",1.8,NA,NA,5,52.1,"맑음","서울"
"47","2017-02-16",5.5,0,NA,7.2,63.9,"구름조금","서울"
"48","2017-02-17",0.8,4,NA,14,56.9,"구름조금","서울"
"49","2017-02-18",-2.6,NA,NA,10.1,49.4,"맑음","서울"
"50","2017-02-19",2.3,1,NA,6.8,68,"구름많음","서울"
"51","2017-02-20",-1.5,0.5,NA,15.1,53.8,"맑음","서울"
"52","2017-02-21",-0.6,NA,NA,5.8,37.1,"구름조금","서울"
"53","2017-02-22",1.7,5.1,NA,9.7,70.8,"흐림","서울"
"54","2017-02-23",-1.5,NA,NA,13.7,56.4,"맑음","서울"
"55","2017-02-24",-0.8,NA,NA,7.9,51.3,"맑음","서울"
"56","2017-02-25",2.6,NA,NA,8.3,63.6,"맑음","서울"
"57","2017-02-26",3.6,NA,NA,7.6,52.8,"맑음","서울"
"58","2017-02-27",3.7,NA,NA,6.5,37.4,"맑음","서울"
"59","2017-02-28",5.6,NA,NA,7.2,41.5,"맑음","서울"
"60","2017-03-01",5,5,NA,6.5,65,"흐림","서울"
"61","2017-03-02",1.8,0.5,NA,11.2,59.5,"구름조금","서울"
"62","2017-03-03",3.3,NA,NA,7.6,54.4,"맑음","서울"
"63","2017-03-04",5.7,NA,NA,5.8,60,"맑음","서울"
"64","2017-03-05",5.2,0.5,NA,7.6,71.6,"구름많음","서울"
"65","2017-03-06",0.1,NA,NA,14.4,41.3,"맑음","서울"
"66","2017-03-07",-1.3,0,NA,14,37.5,"맑음","서울"
"67","2017-03-08",-0.1,0,NA,11.2,50.6,"맑음","서울"
"68","2017-03-09",3.2,NA,NA,11.2,47.3,"맑음","서울"
"69","2017-03-10",4.8,NA,NA,7.9,37.4,"맑음","서울"
"70","2017-03-11",7.3,NA,NA,6.5,37.4,"구름조금","서울"
"71","2017-03-12",8.2,0,NA,7.2,58.4,"흐림","서울"
"72","2017-03-13",6.9,NA,NA,9,49.8,"구름조금","서울"
"73","2017-03-14",5.8,NA,NA,11.5,37.5,"맑음","서울"
"74","2017-03-15",6.3,NA,NA,7.6,34.9,"맑음","서울"
"75","2017-03-16",6.2,NA,NA,6.8,41.8,"구름조금","서울"
"76","2017-03-17",7.7,NA,NA,7.2,43.1,"맑음","서울"
"77","2017-03-18",9.5,NA,NA,8.3,34.1,"구름조금","서울"
"78","2017-03-19",10.9,NA,NA,5.8,36,"맑음","서울"
"79","2017-03-20",10.2,NA,NA,6.5,40.4,"구름많음","서울"
"80","2017-03-21",7.4,NA,NA,11.2,48.1,"맑음","서울"
"81","2017-03-22",7.6,NA,NA,9,32.8,"구름조금","서울"
"82","2017-03-23",9.1,NA,NA,7.9,34,"구름조금","서울"
"83","2017-03-24",8.7,NA,NA,7.6,41.4,"구름많음","서울"
"84","2017-03-25",8.1,NA,NA,7.6,41.1,"구름많음","서울"
"85","2017-03-26",7.3,NA,NA,7.9,53.1,"구름많음","서울"
"86","2017-03-27",6.1,0.4,NA,9,67.4,"구름많음","서울"
"87","2017-03-28",7.1,NA,NA,6.8,59.8,"구름많음","서울"
"88","2017-03-29",8.8,NA,NA,8.3,54.9,"구름조금","서울"
"89","2017-03-30",10.6,NA,NA,6.8,50,"구름조금","서울"
"90","2017-03-31",8.6,1.5,NA,8.6,70.6,"구름많음","서울"
"91","2017-04-01",9,1,NA,7.6,60.5,"구름조금","서울"
"92","2017-04-02",9,NA,NA,7.6,53.1,"맑음","서울"
"93","2017-04-03",11.4,NA,NA,7.6,45.6,"맑음","서울"
"94","2017-04-04",14.1,NA,NA,7.2,35.3,"구름조금","서울"
"95","2017-04-05",12,37.5,NA,8.6,66,"흐림","서울"
"96","2017-04-06",10.4,3,NA,8.6,90,"흐림","서울"
"97","2017-04-07",14.5,NA,NA,7.6,68.1,"구름많음","서울"
"98","2017-04-08",13,0.5,NA,9,74.5,"구름많음","서울"
"99","2017-04-09",14.8,0.5,NA,10.1,59.6,"구름많음","서울"
"100","2017-04-10",16.5,NA,NA,10.1,25.8,"구름조금","서울"
"101","2017-04-11",15.3,NA,NA,11.5,36.8,"구름조금","서울"
"102","2017-04-12",11.5,NA,NA,13.3,21.8,"맑음","서울"
"103","2017-04-13",12.7,0,NA,9,54,"구름조금","서울"
"104","2017-04-14",13,6,NA,12.6,57.9,"구름많음","서울"
"105","2017-04-15",16.8,NA,NA,7.9,59.4,"구름조금","서울"
"106","2017-04-16",18.7,NA,NA,5,52.9,"구름많음","서울"
"107","2017-04-17",14.7,5.5,NA,7.9,66.5,"구름많음","서울"
"108","2017-04-18",11.7,7.5,NA,9,76.5,"구름조금","서울"
"109","2017-04-19",12.6,NA,NA,10.4,43.1,"맑음","서울"
"110","2017-04-20",12.9,0.1,NA,8.3,45.4,"구름많음","서울"
"111","2017-04-21",13.1,NA,NA,7.2,56.5,"구름조금","서울"
"112","2017-04-22",14.8,NA,NA,7.6,48.4,"맑음","서울"
"113","2017-04-23",14.9,NA,NA,8.6,40,"맑음","서울"
"114","2017-04-24",15.1,NA,NA,9.7,39.4,"구름조금","서울"
"115","2017-04-25",16,NA,NA,9.7,56.8,"구름많음","서울"
"116","2017-04-26",15.1,NA,NA,11.9,36,"맑음","서울"
"117","2017-04-27",13.6,NA,NA,11.9,41.8,"맑음","서울"
"118","2017-04-28",14.4,NA,NA,10.8,57.3,"구름조금","서울"
"119","2017-04-29",17.1,NA,NA,9.7,44.3,"맑음","서울"
"120","2017-04-30",19.3,NA,NA,9.4,57.9,"맑음","서울"
"121","2017-05-01",20.1,NA,NA,6.8,50.8,"맑음","서울"
"122","2017-05-02",20.7,NA,NA,7.6,42,"구름조금","서울"
"123","2017-05-03",21.5,NA,NA,7.2,34.1,"맑음","서울"
"124","2017-05-04",21,NA,NA,7.2,43.6,"구름많음","서울"
"125","2017-05-05",20.9,NA,NA,11.5,53.4,"구름조금","서울"
"126","2017-05-06",14.9,NA,NA,13.7,32,"맑음","서울"
"127","2017-05-07",16.6,NA,NA,11.5,42.6,"맑음","서울"
"128","2017-05-08",17.9,NA,NA,7.6,43.6,"구름많음","서울"
"129","2017-05-09",17.1,2.5,NA,5.8,62.6,"흐림","서울"
"130","2017-05-10",16.4,2.5,NA,9,73,"구름많음","서울"
"131","2017-05-11",19.3,0,NA,6.5,65.3,"구름많음","서울"
"132","2017-05-12",19.1,NA,NA,7.6,71.6,"구름많음","서울"
"133","2017-05-13",16.4,6,NA,11.2,77.8,"구름많음","서울"
"134","2017-05-14",15.7,NA,NA,13.3,58.3,"맑음","서울"
"135","2017-05-15",16,0,NA,10.1,61.4,"구름조금","서울"
"136","2017-05-16",17.1,NA,NA,7.2,60.5,"구름많음","서울"
"137","2017-05-17",18.7,NA,NA,7.6,50,"맑음","서울"
"138","2017-05-18",20.4,NA,NA,8.3,41.9,"맑음","서울"
"139","2017-05-19",21.1,NA,NA,9.4,42.6,"맑음","서울"
"140","2017-05-20",20.9,NA,NA,8.6,44,"구름조금","서울"
"141","2017-05-21",21.5,NA,NA,8.3,48.1,"맑음","서울"
"142","2017-05-22",21.8,NA,NA,7.2,53.6,"맑음","서울"
"143","2017-05-23",20,5,NA,6.8,68,"흐림","서울"
"144","2017-05-24",21.8,0.1,NA,7.2,60.4,"맑음","서울"
"145","2017-05-25",19.2,NA,NA,12.2,45.6,"맑음","서울"
"146","2017-05-26",17.7,NA,NA,10.4,41.5,"맑음","서울"
"147","2017-05-27",19.5,NA,NA,7.9,46.1,"맑음","서울"
"148","2017-05-28",21.2,NA,NA,9.7,50.6,"맑음","서울"
"149","2017-05-29",22.9,NA,NA,8.3,61.8,"구름조금","서울"
"150","2017-05-30",23.6,NA,NA,8.6,43.5,"구름많음","서울"
"151","2017-05-31",23.3,NA,NA,6.8,49.1,"구름조금","서울"
"152","2017-06-01",23.3,NA,NA,11.2,51.8,"구름조금","서울"
"153","2017-06-02",20.5,0,NA,10.1,37.4,"구름조금","서울"
"154","2017-06-03",20.5,NA,NA,10.8,44,"맑음","서울"
"155","2017-06-04",21.7,NA,NA,9.4,36.9,"맑음","서울"
"156","2017-06-05",24.2,0,NA,6.8,33.3,"구름조금","서울"
"157","2017-06-06",19.4,15.5,NA,9,60,"흐림","서울"
"158","2017-06-07",17.6,12.5,NA,8.6,91.4,"구름많음","서울"
"159","2017-06-08",20.1,NA,NA,10.1,67.3,"구름조금","서울"
"160","2017-06-09",21.2,0.1,NA,11.9,69.8,"구름많음","서울"
"161","2017-06-10",21.5,4.5,NA,8.3,46.8,"구름많음","서울"
"162","2017-06-11",22.8,NA,NA,7.9,33.8,"맑음","서울"
"163","2017-06-12",22.1,NA,NA,10.1,45.5,"구름조금","서울"
"164","2017-06-13",21.5,0,NA,8.6,63,"구름많음","서울"
"165","2017-06-14",21.8,NA,NA,10.1,63,"맑음","서울"
"166","2017-06-15",23.1,NA,NA,9,62.4,"맑음","서울"
"167","2017-06-16",25.5,NA,NA,7.9,55.8,"맑음","서울"
"168","2017-06-17",24.2,NA,NA,8.6,52.3,"맑음","서울"
"169","2017-06-18",24.3,NA,NA,8.3,52,"맑음","서울"
"170","2017-06-19",24.8,NA,NA,6.5,50.9,"구름조금","서울"
"171","2017-06-20",26,0,NA,7.6,43.4,"구름많음","서울"
"172","2017-06-21",25.4,0,NA,10.4,52.6,"구름조금","서울"
"173","2017-06-22",25.3,NA,NA,9,57.3,"구름조금","서울"
"174","2017-06-23",26.7,NA,NA,7.2,53,"구름조금","서울"
"175","2017-06-24",24.5,3.5,NA,4.3,60.4,"흐림","서울"
"176","2017-06-25",23.8,1.5,NA,5.4,75.4,"구름많음","서울"
"177","2017-06-26",23.1,29,NA,7.9,76.9,"구름많음","서울"
"178","2017-06-27",25.2,0,NA,7.9,67.5,"구름많음","서울"
"179","2017-06-28",26,NA,NA,7.6,63.5,"구름많음","서울"
"180","2017-06-29",26.2,NA,NA,7.9,64.8,"구름조금","서울"
"181","2017-06-30",25.9,NA,NA,7.9,65.9,"구름조금","서울"
"182","2017-07-01",25.3,0.5,NA,7.2,73.6,"흐림","서울"
"183","2017-07-02",24.3,92,NA,9,90.5,"흐림","서울"
"184","2017-07-03",24.7,67.5,NA,12.6,87.6,"흐림","서울"
"185","2017-07-04",26.7,0.5,NA,7.2,74.5,"구름많음","서울"
"186","2017-07-05",27.4,NA,NA,5.4,66.9,"구름조금","서울"
"187","2017-07-06",27.6,34,NA,6.1,72.3,"구름많음","서울"
"188","2017-07-07",26.4,16.5,NA,7.2,80.8,"흐림","서울"
"189","2017-07-08",26,4.5,NA,9.4,83.3,"흐림","서울"
"190","2017-07-09",26.3,32.5,NA,3.6,88,"흐림","서울"
"191","2017-07-10",24,144.5,NA,8.3,96.5,"흐림","서울"
"192","2017-07-11",26,1,NA,7.6,81.4,"구름많음","서울"
"193","2017-07-12",27.1,0,NA,8.3,75.9,"구름많음","서울"
"194","2017-07-13",27.6,NA,NA,5.4,71,"맑음","서울"
"195","2017-07-14",28.7,0,NA,7.6,68.4,"구름많음","서울"
"196","2017-07-15",25,42.5,NA,7.9,89,"흐림","서울"
"197","2017-07-16",26.2,22.5,NA,5,83.4,"흐림","서울"
"198","2017-07-17",26.8,7.5,NA,7.2,77.3,"흐림","서울"
"199","2017-07-18",26.5,2.5,NA,5.8,80.6,"구름많음","서울"
"200","2017-07-19",28.3,NA,NA,6.5,71.4,"구름조금","서울"
"201","2017-07-20",29.9,NA,NA,7.9,66.1,"맑음","서울"
"202","2017-07-21",29.8,NA,NA,9,73.1,"구름많음","서울"
"203","2017-07-22",29.3,0.5,NA,8.3,75.8,"흐림","서울"
"204","2017-07-23",27,133.5,NA,7.6,89.5,"흐림","서울"
"205","2017-07-24",26.2,3,NA,4.3,82.3,"흐림","서울"
"206","2017-07-25",29.4,NA,NA,6.8,64.1,"구름조금","서울"
"207","2017-07-26",28.7,NA,NA,9.7,55.6,"구름조금","서울"
"208","2017-07-27",27.1,3.5,NA,6.8,62.5,"흐림","서울"
"209","2017-07-28",25.5,8.5,NA,5.4,92.1,"흐림","서울"
"210","2017-07-29",27.2,0,NA,8.3,72.3,"구름많음","서울"
"211","2017-07-30",27.9,NA,NA,6.8,64.4,"구름많음","서울"
"212","2017-07-31",25.7,3.5,NA,5,82.3,"흐림","서울"
"213","2017-08-01",28.6,2,NA,6.1,73,"구름많음","서울"
"214","2017-08-02",30,NA,NA,4.7,71.9,"구름조금","서울"
"215","2017-08-03",30.2,NA,NA,7.9,60.6,"구름조금","서울"
"216","2017-08-04",30.3,NA,NA,7.6,60.1,"구름많음","서울"
"217","2017-08-05",31.4,0,NA,6.8,63,"구름조금","서울"
"218","2017-08-06",29.8,5,NA,6.8,71.9,"구름많음","서울"
"219","2017-08-07",29.2,NA,NA,8.6,68.1,"구름조금","서울"
"220","2017-08-08",28.2,NA,NA,6.8,67.1,"구름많음","서울"
"221","2017-08-09",27.6,2.5,NA,8.3,66.4,"흐림","서울"
"222","2017-08-10",24.8,5.5,NA,7.2,89.9,"흐림","서울"
"223","2017-08-11",27,0.5,NA,8.3,72.5,"구름조금","서울"
"224","2017-08-12",27.8,NA,NA,7.6,60.3,"구름조금","서울"
"225","2017-08-13",26.3,0,NA,10.1,62.1,"구름많음","서울"
"226","2017-08-14",24.6,1.5,NA,13,67.5,"흐림","서울"
"227","2017-08-15",21.9,93.5,NA,13,93.8,"흐림","서울"
"228","2017-08-16",23.3,2,NA,13.3,80.5,"흐림","서울"
"229","2017-08-17",24.8,0.5,NA,7.6,77.1,"구름많음","서울"
"230","2017-08-18",26.3,0,NA,4.7,75.6,"구름많음","서울"
"231","2017-08-19",26.1,0,NA,7.2,75.8,"구름많음","서울"
"232","2017-08-20",23.2,124.5,NA,10.4,95.6,"흐림","서울"
"233","2017-08-21",25.8,5,NA,8.6,81.5,"구름많음","서울"
"234","2017-08-22",27.3,NA,NA,6.8,70.6,"구름조금","서울"
"235","2017-08-23",27.2,31.5,NA,9.4,84.1,"흐림","서울"
"236","2017-08-24",26.5,14,NA,14.4,85.3,"구름많음","서울"
"237","2017-08-25",25.3,NA,NA,6.1,61.9,"구름많음","서울"
"238","2017-08-26",24.2,NA,NA,7.2,54.5,"맑음","서울"
"239","2017-08-27",22.7,0,NA,5,62,"구름많음","서울"
"240","2017-08-28",21.5,9,NA,5.4,73.1,"흐림","서울"
"241","2017-08-29",19.5,NA,NA,11.5,51.4,"구름많음","서울"
"242","2017-08-30",19.8,NA,NA,5.4,55.8,"구름많음","서울"
"243","2017-08-31",22.2,NA,NA,5.8,62.4,"맑음","서울"
"244","2017-09-01",23.3,NA,NA,7.9,56,"맑음","서울"
"245","2017-09-02",23.8,NA,NA,6.5,59,"맑음","서울"
"246","2017-09-03",23.7,NA,NA,5.8,64,"구름조금","서울"
"247","2017-09-04",24.6,NA,NA,5.8,53.8,"구름많음","서울"
"248","2017-09-05",21.9,0,NA,6.1,62.4,"구름많음","서울"
"249","2017-09-06",20.6,2,NA,4.3,75.5,"흐림","서울"
"250","2017-09-07",22.4,NA,NA,5,73.3,"구름조금","서울"
"251","2017-09-08",24.3,NA,NA,6.1,67.5,"구름조금","서울"
"252","2017-09-09",23.8,NA,NA,5,70.1,"맑음","서울"
"253","2017-09-10",23,0.5,NA,5,74.3,"흐림","서울"
"254","2017-09-11",21.2,24,NA,6.1,79.8,"구름많음","서울"
"255","2017-09-12",22.1,NA,NA,6.8,58.6,"맑음","서울"
"256","2017-09-13",21.4,NA,NA,6.8,49.3,"맑음","서울"
"257","2017-09-14",22.4,NA,NA,6.1,48.8,"맑음","서울"
"258","2017-09-15",22.6,NA,NA,13,48.4,"구름조금","서울"
"259","2017-09-16",22,NA,NA,13,50.9,"구름조금","서울"
"260","2017-09-17",23.1,NA,NA,9.7,51.3,"구름조금","서울"
"261","2017-09-18",21.9,NA,NA,7.6,62.8,"맑음","서울"
"262","2017-09-19",22.6,8,NA,10.8,79.1,"구름많음","서울"
"263","2017-09-20",19.5,NA,NA,8.6,48.9,"맑음","서울"
"264","2017-09-21",20.3,NA,NA,5.8,57.3,"맑음","서울"
"265","2017-09-22",20.6,NA,NA,7.6,60.8,"구름조금","서울"
"266","2017-09-23",21.8,0,NA,5.8,69.8,"구름많음","서울"
"267","2017-09-24",22.4,0,NA,7.2,71.5,"구름많음","서울"
"268","2017-09-25",23.4,NA,NA,5,58,"맑음","서울"
"269","2017-09-26",25.1,0,NA,6.8,57,"구름조금","서울"
"270","2017-09-27",22.7,0.5,NA,6.1,66.4,"구름많음","서울"
"271","2017-09-28",19.2,NA,NA,10.1,49.1,"맑음","서울"
"272","2017-09-29",17.4,NA,NA,7.9,39.3,"구름조금","서울"
"273","2017-09-30",20,NA,NA,5.4,64.9,"구름조금","서울"
"274","2017-10-01",18.2,4,NA,8.3,74.8,"구름많음","서울"
"275","2017-10-02",22,1.5,NA,8.3,62.3,"맑음","서울"
"276","2017-10-03",17.6,NA,NA,8.3,49.8,"구름조금","서울"
"277","2017-10-04",16.7,NA,NA,6.5,48.5,"구름많음","서울"
"278","2017-10-05",18.7,NA,NA,7.6,56.4,"구름많음","서울"
"279","2017-10-06",18.9,0.5,NA,8.3,66.4,"구름많음","서울"
"280","2017-10-07",21.9,0,NA,4.3,67.6,"구름많음","서울"
"281","2017-10-08",23,NA,NA,5,66.9,"구름조금","서울"
"282","2017-10-09",22.5,0,NA,5.4,66,"구름많음","서울"
"283","2017-10-10",21.4,0.4,NA,4.7,76.9,"흐림","서울"
"284","2017-10-11",15.5,20,NA,10.4,77.1,"흐림","서울"
"285","2017-10-12",11.4,NA,NA,7.2,71,"구름많음","서울"
"286","2017-10-13",12.8,NA,NA,11.5,51,"구름조금","서울"
"287","2017-10-14",14.4,NA,NA,6.8,42.8,"구름조금","서울"
"288","2017-10-15",15.8,NA,NA,6.1,42.5,"구름조금","서울"
"289","2017-10-16",16.6,NA,NA,6.1,47.6,"구름많음","서울"
"290","2017-10-17",16.2,NA,NA,4.7,47.1,"맑음","서울"
"291","2017-10-18",16.5,0.1,NA,8.6,58.8,"흐림","서울"
"292","2017-10-19",17,NA,NA,6.5,58.3,"구름조금","서울"
"293","2017-10-20",17,NA,NA,5.4,58.6,"맑음","서울"
"294","2017-10-21",17.6,NA,NA,4.7,52.8,"맑음","서울"
"295","2017-10-22",16.3,NA,NA,11.2,50.4,"맑음","서울"
"296","2017-10-23",13.7,NA,NA,5,47,"맑음","서울"
"297","2017-10-24",14.4,NA,NA,6.8,54.3,"구름조금","서울"
"298","2017-10-25",14.4,NA,NA,5.4,59,"맑음","서울"
"299","2017-10-26",14.5,NA,NA,4.3,56.5,"구름많음","서울"
"300","2017-10-27",16.9,NA,NA,4.3,54.4,"맑음","서울"
"301","2017-10-28",17.2,NA,NA,7.2,51.9,"맑음","서울"
"302","2017-10-29",11.5,NA,NA,11.9,45.6,"맑음","서울"
"303","2017-10-30",7.7,NA,NA,8.6,27.4,"맑음","서울"
"304","2017-10-31",10.4,NA,NA,6.5,54.3,"맑음","서울"
"305","2017-11-01",14.4,NA,NA,7.6,72.4,"구름많음","서울"
"306","2017-11-02",15.5,1,NA,5.8,78.8,"구름많음","서울"
"307","2017-11-03",12.3,1.5,NA,11.5,66,"구름조금","서울"
"308","2017-11-04",7.8,NA,NA,9,47.9,"맑음","서울"
"309","2017-11-05",8.4,NA,NA,5.4,52.5,"구름조금","서울"
"310","2017-11-06",11.4,NA,NA,5.4,64.5,"구름조금","서울"
"311","2017-11-07",14.4,0,NA,5.4,61.4,"흐림","서울"
"312","2017-11-08",13.1,0,NA,10.8,53.3,"구름조금","서울"
"313","2017-11-09",9.4,NA,NA,4.3,39.6,"맑음","서울"
"314","2017-11-10",9.8,7.5,NA,10.8,56.3,"구름조금","서울"
"315","2017-11-11",5.9,NA,NA,7.9,42.9,"맑음","서울"
"316","2017-11-12",5.3,NA,NA,5,57.1,"맑음","서울"
"317","2017-11-13",8.4,4.5,NA,6.8,64.4,"구름많음","서울"
"318","2017-11-14",7.5,NA,NA,8.6,42.5,"맑음","서울"
"319","2017-11-15",3.2,NA,NA,10.1,38.3,"구름조금","서울"
"320","2017-11-16",1,NA,NA,5.4,30.3,"맑음","서울"
"321","2017-11-17",3,0,NA,7.9,39.4,"구름많음","서울"
"322","2017-11-18",-2.1,NA,NA,12.2,38.5,"맑음","서울"
"323","2017-11-19",-1.6,NA,NA,7.9,37.8,"맑음","서울"
"324","2017-11-20",-0.4,0,NA,5,55.3,"구름조금","서울"
"325","2017-11-21",1.3,NA,NA,5,55.6,"맑음","서울"
"326","2017-11-22",4.3,0.5,NA,8.6,54.8,"구름조금","서울"
"327","2017-11-23",0.9,1.2,1.5,7.6,49.3,"구름조금","서울"
"328","2017-11-24",-0.4,0,NA,6.5,62.5,"구름조금","서울"
"329","2017-11-25",3,24,NA,6.5,77.6,"구름많음","서울"
"330","2017-11-26",3.3,NA,NA,6.5,71.6,"구름조금","서울"
"331","2017-11-27",2.5,NA,NA,4.7,53,"맑음","서울"
"332","2017-11-28",6.4,0.5,NA,4,64.1,"구름많음","서울"
"333","2017-11-29",3.2,0,NA,10.1,48.3,"구름조금","서울"
"334","2017-11-30",-2.4,NA,NA,11.9,26.8,"맑음","서울"
"335","2017-12-01",-2.2,0,NA,5.8,49.4,"맑음","서울"
"336","2017-12-02",1.9,NA,NA,6.1,59.9,"구름조금","서울"
"337","2017-12-03",4.9,4,NA,5.4,83.1,"흐림","서울"
"338","2017-12-04",-1.2,0.1,NA,12.2,48.1,"맑음","서울"
"339","2017-12-05",-4.2,0.1,0.1,7.2,40.1,"맑음","서울"
"340","2017-12-06",0.2,1.2,1,4,72.6,"구름많음","서울"
"341","2017-12-07",0.7,NA,NA,6.1,64.5,"구름조금","서울"
"342","2017-12-08",-3.8,NA,NA,6.5,41.3,"맑음","서울"
"343","2017-12-09",-0.5,NA,NA,3.6,46.1,"맑음","서울"
"344","2017-12-10",1.1,4.1,4.3,7.2,67.9,"구름많음","서울"
"345","2017-12-11",-7,NA,NA,12.6,40.5,"맑음","서울"
"346","2017-12-12",-9.4,NA,NA,7.6,41.9,"맑음","서울"
"347","2017-12-13",-8.7,NA,NA,6.1,42,"맑음","서울"
"348","2017-12-14",-6.6,NA,NA,3.2,42.9,"구름조금","서울"
"349","2017-12-15",-3,0,NA,3.6,52.6,"구름많음","서울"
"350","2017-12-16",-5.7,NA,NA,10.8,43.1,"맑음","서울"
"351","2017-12-17",-6.7,NA,NA,6.8,38.1,"맑음","서울"
"352","2017-12-18",-1.6,3.4,5.1,4.3,80,"구름많음","서울"
"353","2017-12-19",-3.9,NA,NA,7.6,49.4,"맑음","서울"
"354","2017-12-20",-3.9,0.2,0.8,4,68,"구름많음","서울"
"355","2017-12-21",-0.9,NA,NA,4.3,71.4,"맑음","서울"
"356","2017-12-22",3.4,NA,NA,4,66.6,"구름많음","서울"
"357","2017-12-23",6.1,NA,NA,4,75.8,"구름많음","서울"
"358","2017-12-24",2.9,20,NA,6.8,82,"구름많음","서울"
"359","2017-12-25",-2.1,NA,NA,10.1,43.1,"맑음","서울"
"360","2017-12-26",-3.8,NA,NA,10.4,41.8,"맑음","서울"
"361","2017-12-27",-6.9,NA,NA,6.8,31.4,"맑음","서울"
"362","2017-12-28",-2.1,0,NA,4.7,47,"구름많음","서울"
"363","2017-12-29",2.1,0,NA,4,67,"구름조금","서울"
"364","2017-12-30",1.4,0.7,0.2,3.2,79.5,"흐림","서울"
"365","2017-12-31",-0.3,1,1,8.3,54.4,"맑음","서울"
"366","2018-01-01",-1.3,NA,NA,5,39.1,"맑음","서울"
"367","2018-01-02",-1.8,NA,NA,6.5,42,"맑음","서울"
"368","2018-01-03",-4.7,NA,NA,7.9,42.3,"구름조금","서울"
"369","2018-01-04",-4.7,NA,NA,5,43,"구름많음","서울"
"370","2018-01-05",-3,NA,NA,6.1,48.4,"구름조금","서울"
"371","2018-01-06",-2.8,NA,NA,5.4,45.8,"맑음","서울"
"372","2018-01-07",-0.8,NA,NA,2.9,42.1,"구름많음","서울"
"373","2018-01-08",1.3,0.9,1,6.5,51.9,"흐림","서울"
"374","2018-01-09",-4.2,0.5,0.5,10.4,59.4,"구름조금","서울"
"375","2018-01-10",-7.5,0.3,0.3,10.8,52,"맑음","서울"
"376","2018-01-11",-11.1,NA,NA,10.1,49.8,"맑음","서울"
"377","2018-01-12",-10.2,0,NA,6.1,35.4,"맑음","서울"
