"","date","평균기온","강수량","적설량","풍속","습도","날씨","city"
"1209","2017-04-24",16.1,NA,NA,11.5,58.3,"맑음","부산"
"1210","2017-04-25",17.6,2.3,NA,17.3,81.8,"흐림","부산"
"1211","2017-04-26",14.4,9.4,NA,8.3,87.1,"구름많음","부산"
"1212","2017-04-27",14.5,NA,NA,14.8,42,"구름조금","부산"
"1213","2017-04-28",15.6,NA,NA,16.6,46.1,"맑음","부산"
"1214","2017-04-29",17.9,NA,NA,15.8,47.8,"맑음","부산"
"1215","2017-04-30",19,NA,NA,19.1,55.6,"맑음","부산"
"1216","2017-05-01",18.1,NA,NA,12.2,47.5,"맑음","부산"
"1217","2017-05-02",16.2,NA,NA,10.8,47.3,"구름많음","부산"
"1218","2017-05-03",17.4,NA,NA,6.8,62.3,"맑음","부산"
"1219","2017-05-04",19,0.1,NA,7.9,75.3,"구름조금","부산"
"1220","2017-05-05",19.1,6.6,NA,9.7,86,"흐림","부산"
"1221","2017-05-06",19.9,NA,NA,12.6,43.3,"구름조금","부산"
"1222","2017-05-07",19.9,NA,NA,18,38.4,"맑음","부산"
"1223","2017-05-08",19.9,NA,NA,12.6,45.9,"구름많음","부산"
"1224","2017-05-09",15.3,20.6,NA,10.1,82.9,"흐림","부산"
"1225","2017-05-10",17.5,0.1,NA,13.3,77.3,"구름조금","부산"
"1226","2017-05-11",18.3,NA,NA,16.6,78.8,"구름많음","부산"
"1227","2017-05-12",16.9,11.8,NA,10.1,90.4,"흐림","부산"
"1228","2017-05-13",18.1,NA,NA,14.4,74.9,"맑음","부산"
"1229","2017-05-14",19,NA,NA,14,40.8,"구름조금","부산"
"1230","2017-05-15",17.7,NA,NA,13.3,42.9,"구름많음","부산"
"1231","2017-05-16",17.7,NA,NA,10.1,59.8,"구름조금","부산"
"1232","2017-05-17",17.7,0,NA,6.8,73.4,"구름조금","부산"
"1233","2017-05-18",19.2,NA,NA,9.7,66.9,"맑음","부산"
"1234","2017-05-19",22.4,NA,NA,13.3,45.6,"맑음","부산"
"1235","2017-05-20",21.9,NA,NA,14.8,44.9,"구름조금","부산"
"1236","2017-05-21",21,NA,NA,13,56.5,"구름많음","부산"
"1237","2017-05-22",20.4,NA,NA,8.6,66.1,"맑음","부산"
"1238","2017-05-23",19.4,NA,NA,10.4,74.8,"구름많음","부산"
"1239","2017-05-24",19.4,NA,NA,9,79.6,"구름많음","부산"
"1240","2017-05-25",21.2,NA,NA,14,65.4,"맑음","부산"
"1241","2017-05-26",17.1,NA,NA,11.5,61.5,"맑음","부산"
"1242","2017-05-27",17.8,NA,NA,12.2,66.5,"맑음","부산"
"1243","2017-05-28",19.7,NA,NA,14.4,55,"맑음","부산"
"1244","2017-05-29",21,NA,NA,13.7,62.8,"맑음","부산"
"1245","2017-05-30",21.7,NA,NA,9.4,66,"구름많음","부산"
"1246","2017-05-31",20.4,NA,NA,14,77.5,"구름많음","부산"
"1247","2017-06-01",21.3,NA,NA,12.2,78.5,"구름조금","부산"
"1248","2017-06-02",18.2,NA,NA,10.4,70.8,"맑음","부산"
"1249","2017-06-03",19.7,0,NA,10.4,59.6,"구름조금","부산"
"1250","2017-06-04",20,NA,NA,8.3,50.1,"맑음","부산"
"1251","2017-06-05",19.7,NA,NA,10.1,54.6,"구름조금","부산"
"1252","2017-06-06",18.7,0.5,NA,9,71.9,"흐림","부산"
"1253","2017-06-07",19.2,18.3,NA,15.5,85,"구름많음","부산"
"1254","2017-06-08",20.4,NA,NA,11.5,64.1,"맑음","부산"
"1255","2017-06-09",22.5,NA,NA,15.5,57.3,"맑음","부산"
"1256","2017-06-10",21.1,NA,NA,14.4,57.4,"구름많음","부산"
"1257","2017-06-11",20.4,0,NA,11.2,52.9,"구름많음","부산"
"1258","2017-06-12",18.8,NA,NA,12.2,63.3,"구름많음","부산"
"1259","2017-06-13",18.7,0,NA,9,69.5,"구름많음","부산"
"1260","2017-06-14",20.9,NA,NA,13.3,64.6,"맑음","부산"
"1261","2017-06-15",23.2,NA,NA,10.8,56.5,"맑음","부산"
"1262","2017-06-16",20.8,NA,NA,11.2,69.1,"맑음","부산"
"1263","2017-06-17",20.3,NA,NA,10.4,73.6,"맑음","부산"
"1264","2017-06-18",21.6,NA,NA,9,71.1,"맑음","부산"
"1265","2017-06-19",22.3,NA,NA,13.7,72.5,"구름조금","부산"
"1266","2017-06-20",21.4,9.4,NA,9,80.5,"흐림","부산"
"1267","2017-06-21",22,NA,NA,11.2,77.5,"구름많음","부산"
"1268","2017-06-22",22.5,NA,NA,10.4,79.5,"구름조금","부산"
"1269","2017-06-23",23.4,NA,NA,8.6,68.4,"구름조금","부산"
"1270","2017-06-24",23,0.1,NA,6.5,74.5,"구름많음","부산"
"1271","2017-06-25",23,NA,NA,6.8,80.1,"구름많음","부산"
"1272","2017-06-26",22.8,0,NA,7.9,80,"흐림","부산"
"1273","2017-06-27",22.8,NA,NA,9,74.8,"구름많음","부산"
"1274","2017-06-28",23.6,NA,NA,9,78,"구름조금","부산"
"1275","2017-06-29",21.9,21.1,NA,6.5,85.6,"흐림","부산"
"1276","2017-06-30",24.2,0.4,NA,12.2,84.8,"구름많음","부산"
"1277","2017-07-01",25.3,NA,NA,19.4,82.6,"구름많음","부산"
"1278","2017-07-02",24.8,2.3,NA,19.4,90.4,"구름많음","부산"
"1279","2017-07-03",25.3,0,NA,21.6,84.1,"흐림","부산"
"1280","2017-07-04",24,122.6,NA,10.8,92.5,"흐림","부산"
"1281","2017-07-05",23.6,18.1,NA,6.1,86.6,"구름많음","부산"
"1282","2017-07-06",24.1,1.5,NA,9.4,89.6,"흐림","부산"
"1283","2017-07-07",24.8,1.5,NA,17.3,90.9,"흐림","부산"
"1284","2017-07-08",25.5,1.8,NA,13,90.8,"흐림","부산"
"1285","2017-07-09",25.6,0.3,NA,14,89.6,"구름많음","부산"
"1286","2017-07-10",24.9,7,NA,27,94.5,"흐림","부산"
"1287","2017-07-11",24.6,1.5,NA,17.3,85.4,"흐림","부산"
"1288","2017-07-12",26.2,NA,NA,11.2,77,"맑음","부산"
"1289","2017-07-13",25.3,NA,NA,13.3,79.6,"맑음","부산"
"1290","2017-07-14",26.6,NA,NA,13.3,82.1,"구름많음","부산"
"1291","2017-07-15",26.9,NA,NA,16.2,84.4,"구름많음","부산"
"1292","2017-07-16",27.6,NA,NA,17.6,79.5,"구름많음","부산"
"1293","2017-07-17",27.2,0.5,NA,17.3,78.9,"흐림","부산"
"1294","2017-07-18",26.2,7.5,NA,12.6,86,"구름많음","부산"
"1295","2017-07-19",27.5,NA,NA,10.1,76.4,"맑음","부산"
"1296","2017-07-20",26.6,NA,NA,10.1,84.1,"맑음","부산"
"1297","2017-07-21",28.3,NA,NA,11.5,78.9,"구름조금","부산"
"1298","2017-07-22",27.9,NA,NA,9.4,78.8,"구름조금","부산"
"1299","2017-07-23",26.9,NA,NA,9,82.8,"구름많음","부산"
"1300","2017-07-24",27.4,3.7,NA,6.1,83.1,"구름많음","부산"
"1301","2017-07-25",25.8,1.1,NA,9,84.6,"흐림","부산"
"1302","2017-07-26",26.2,NA,NA,11.2,63.8,"맑음","부산"
"1303","2017-07-27",25.5,NA,NA,10.1,69.5,"맑음","부산"
"1304","2017-07-28",26.9,NA,NA,7.9,68,"구름조금","부산"
"1305","2017-07-29",25.9,NA,NA,9.4,77.3,"흐림","부산"
"1306","2017-07-30",26.8,NA,NA,7.9,75.5,"구름조금","부산"
"1307","2017-07-31",27.4,2.7,NA,7.6,80.4,"구름많음","부산"
"1308","2017-08-01",27.4,NA,NA,8.3,79.6,"구름많음","부산"
"1309","2017-08-02",26.7,NA,NA,9.4,73.8,"구름많음","부산"
"1310","2017-08-03",27.9,NA,NA,11.9,72,"구름조금","부산"
"1311","2017-08-04",29.8,NA,NA,9.7,68.5,"맑음","부산"
"1312","2017-08-05",30.7,NA,NA,9.7,66.5,"맑음","부산"
"1313","2017-08-06",31.7,NA,NA,10.1,59.1,"맑음","부산"
"1314","2017-08-07",29.8,0,NA,9,70.1,"맑음","부산"
"1315","2017-08-08",29.8,0,NA,11.2,64.5,"구름조금","부산"
"1316","2017-08-09",27.3,14.6,NA,6.8,84.3,"흐림","부산"
"1317","2017-08-10",28.3,NA,NA,7.2,77.8,"구름많음","부산"
"1318","2017-08-11",26.9,0,NA,10.1,71.8,"구름조금","부산"
"1319","2017-08-12",26.1,NA,NA,10.1,68,"구름조금","부산"
"1320","2017-08-13",25.3,0,NA,10.8,72.1,"구름많음","부산"
"1321","2017-08-14",23.6,28.3,NA,11.5,90.4,"흐림","부산"
"1322","2017-08-15",25,6.1,NA,8.6,86.4,"흐림","부산"
"1323","2017-08-16",25.9,4.7,NA,6.1,87.4,"흐림","부산"
"1324","2017-08-17",25.9,NA,NA,7.9,80.1,"구름많음","부산"
"1325","2017-08-18",25.9,0,NA,7.2,80.6,"구름많음","부산"
"1326","2017-08-19",26.2,NA,NA,9,80.4,"구름많음","부산"
"1327","2017-08-20",26.7,0.7,NA,8.6,83.1,"구름많음","부산"
"1328","2017-08-21",27.5,0.2,NA,16.2,82.1,"흐림","부산"
"1329","2017-08-22",26.7,27.2,NA,16.2,87.1,"구름많음","부산"
"1330","2017-08-23",28.7,NA,NA,18.4,82.6,"구름많음","부산"
"1331","2017-08-24",29.2,0.7,NA,22.3,76.6,"구름많음","부산"
"1332","2017-08-25",27.1,0,NA,11.5,77.9,"구름많음","부산"
"1333","2017-08-26",26,NA,NA,7.9,46,"구름조금","부산"
"1334","2017-08-27",25.2,NA,NA,7.2,57.8,"맑음","부산"
"1335","2017-08-28",26.1,NA,NA,12.6,68.1,"구름조금","부산"
"1336","2017-08-29",25.8,NA,NA,11.9,72.6,"구름많음","부산"
"1337","2017-08-30",23.8,NA,NA,9,63.4,"구름많음","부산"
"1338","2017-08-31",23.5,NA,NA,11.2,53.4,"구름조금","부산"
"1339","2017-09-01",22.8,NA,NA,12.6,57.9,"구름조금","부산"
"1340","2017-09-02",22.6,NA,NA,11.5,58.8,"구름조금","부산"
"1341","2017-09-03",23.2,NA,NA,11.2,62.5,"구름조금","부산"
"1342","2017-09-04",23.5,NA,NA,10.4,67.8,"구름많음","부산"
"1343","2017-09-05",23.8,0.6,NA,7.9,79,"흐림","부산"
"1344","2017-09-06",22.8,33,NA,4.7,93.3,"흐림","부산"
"1345","2017-09-07",21.1,11.8,NA,7.9,85.8,"구름많음","부산"
"1346","2017-09-08",24.1,NA,NA,8.6,69.3,"맑음","부산"
"1347","2017-09-09",24.6,NA,NA,5.8,71.3,"구름조금","부산"
"1348","2017-09-10",24.6,NA,NA,6.5,72.1,"구름많음","부산"
"1349","2017-09-11",22.9,264.1,NA,10.8,92.1,"흐림","부산"
"1350","2017-09-12",23.9,NA,NA,8.3,72.5,"맑음","부산"
"1351","2017-09-13",23.2,NA,NA,11.9,51.9,"맑음","부산"
"1352","2017-09-14",22.9,NA,NA,11.9,62.9,"구름조금","부산"
"1353","2017-09-15",22.2,NA,NA,17.3,56.8,"구름많음","부산"
"1354","2017-09-16",22.3,0,NA,16.6,71.1,"흐림","부산"
"1355","2017-09-17",21.7,7.2,NA,12.2,85.5,"구름많음","부산"
"1356","2017-09-18",22.8,NA,NA,11.2,74.9,"맑음","부산"
"1357","2017-09-19",23.3,NA,NA,15.5,70.4,"구름많음","부산"
"1358","2017-09-20",22.7,NA,NA,13.7,56.5,"구름많음","부산"
"1359","2017-09-21",21.5,NA,NA,7.9,63.8,"구름조금","부산"
"1360","2017-09-22",22.2,NA,NA,8.3,71.6,"구름조금","부산"
"1361","2017-09-23",22.1,NA,NA,7.2,67.3,"구름많음","부산"
"1362","2017-09-24",22.7,NA,NA,7.2,65.9,"맑음","부산"
"1363","2017-09-25",23.9,NA,NA,9.4,67.3,"구름조금","부산"
"1364","2017-09-26",23.2,NA,NA,9.7,72.4,"구름조금","부산"
"1365","2017-09-27",20.4,18.3,NA,9.7,87.6,"흐림","부산"
"1366","2017-09-28",21.2,NA,NA,11.2,67.9,"구름조금","부산"
"1367","2017-09-29",18.4,NA,NA,9,44.5,"맑음","부산"
"1368","2017-09-30",20.2,NA,NA,8.3,48.9,"맑음","부산"
"1369","2017-10-01",20.4,5,NA,8.6,66.3,"구름많음","부산"
"1370","2017-10-02",21.6,104.6,NA,9.4,87.4,"흐림","부산"
"1371","2017-10-03",21,0,NA,10.1,73,"구름많음","부산"
"1372","2017-10-04",19.2,0,NA,11.5,67.8,"구름많음","부산"
"1373","2017-10-05",18.6,1.5,NA,11.9,67.9,"흐림","부산"
"1374","2017-10-06",18.5,9,NA,7.6,92.8,"흐림","부산"
"1375","2017-10-07",21.2,NA,NA,6.5,81.5,"구름조금","부산"
"1376","2017-10-08",22,NA,NA,7.2,78,"맑음","부산"
"1377","2017-10-09",22.5,NA,NA,7.9,77.6,"맑음","부산"
"1378","2017-10-10",23.4,NA,NA,8.3,76.8,"맑음","부산"
"1379","2017-10-11",22.6,0,NA,9,80.8,"구름많음","부산"
"1380","2017-10-12",16.7,6.7,NA,9.4,84.5,"흐림","부산"
"1381","2017-10-13",16.9,0.1,NA,11.9,66.3,"구름조금","부산"
"1382","2017-10-14",17.2,NA,NA,11.2,57.4,"구름많음","부산"
"1383","2017-10-15",16,10.2,NA,13,77.5,"흐림","부산"
"1384","2017-10-16",17.5,0,NA,12.6,65.1,"흐림","부산"
"1385","2017-10-17",17.9,NA,NA,12.6,66.1,"구름많음","부산"
"1386","2017-10-18",17.4,0,NA,14.4,62.4,"흐림","부산"
"1387","2017-10-19",17.8,NA,NA,12.6,64.5,"구름많음","부산"
"1388","2017-10-20",18.3,NA,NA,12.6,65.4,"맑음","부산"
"1389","2017-10-21",18.4,NA,NA,14,63.6,"구름조금","부산"
"1390","2017-10-22",18.3,NA,NA,20.5,58.3,"구름많음","부산"
"1391","2017-10-23",15.3,NA,NA,12.6,51.9,"구름조금","부산"
"1392","2017-10-24",14.2,1.2,NA,7.2,68.5,"구름많음","부산"
"1393","2017-10-25",15,NA,NA,7.2,57.8,"맑음","부산"
"1394","2017-10-26",16.1,NA,NA,5,69.3,"구름조금","부산"
"1395","2017-10-27",17.8,NA,NA,6.8,70.4,"구름조금","부산"
"1396","2017-10-28",18.1,NA,NA,11.2,73.3,"구름많음","부산"
"1397","2017-10-29",17.4,NA,NA,13.3,51.6,"맑음","부산"
"1398","2017-10-30",11.3,NA,NA,13.7,37,"맑음","부산"
"1399","2017-10-31",13.6,NA,NA,9,36.3,"맑음","부산"
"1400","2017-11-01",14.8,NA,NA,10.8,46.3,"맑음","부산"
"1401","2017-11-02",16.4,NA,NA,8.6,56.8,"구름많음","부산"
"1402","2017-11-03",17.1,NA,NA,11.2,56.9,"맑음","부산"
"1403","2017-11-04",11,NA,NA,11.2,51.8,"맑음","부산"
"1404","2017-11-05",11.9,NA,NA,10.4,49.1,"맑음","부산"
"1405","2017-11-06",13.8,NA,NA,10.8,56.1,"맑음","부산"
"1406","2017-11-07",16.1,NA,NA,10.4,69.1,"구름많음","부산"
"1407","2017-11-08",18.1,NA,NA,10.4,51.8,"구름조금","부산"
"1408","2017-11-09",14.8,NA,NA,7.6,49.5,"맑음","부산"
"1409","2017-11-10",16.4,0,NA,14.4,63,"구름조금","부산"
"1410","2017-11-11",10,NA,NA,10.4,39.3,"맑음","부산"
"1411","2017-11-12",11.7,NA,NA,8.3,46.5,"구름조금","부산"
"1412","2017-11-13",13.3,NA,NA,11.5,62,"구름많음","부산"
"1413","2017-11-14",13.7,NA,NA,8.6,37.8,"구름조금","부산"
"1414","2017-11-15",9.2,NA,NA,11.9,38.4,"맑음","부산"
"1415","2017-11-16",7.1,NA,NA,7.6,46,"맑음","부산"
"1416","2017-11-17",10.4,0.3,NA,6.1,57.9,"구름많음","부산"
"1417","2017-11-18",7,0,NA,15.1,31,"맑음","부산"
"1418","2017-11-19",3.3,NA,NA,10.1,32.5,"구름조금","부산"
"1419","2017-11-20",6,NA,NA,8.3,35.6,"맑음","부산"
"1420","2017-11-21",8.5,NA,NA,11.9,53.1,"맑음","부산"
"1421","2017-11-22",9.3,NA,NA,11.2,48.8,"구름많음","부산"
"1422","2017-11-23",5.6,NA,NA,12.2,40.1,"맑음","부산"
"1423","2017-11-24",5.8,NA,NA,14,47.6,"맑음","부산"
"1424","2017-11-25",7.2,NA,NA,10.8,55.4,"구름조금","부산"
"1425","2017-11-26",12.2,NA,NA,11.5,57.1,"구름많음","부산"
"1426","2017-11-27",12.3,NA,NA,7.6,63.3,"맑음","부산"
"1427","2017-11-28",14.1,NA,NA,13,68.6,"구름조금","부산"
"1428","2017-11-29",12.8,NA,NA,9,47.9,"구름조금","부산"
"1429","2017-11-30",7.3,NA,NA,12.2,20.1,"구름많음","부산"
"1430","2017-12-01",2.4,NA,NA,10.8,26.6,"맑음","부산"
"1431","2017-12-02",5,NA,NA,7.9,38.3,"구름조금","부산"
"1432","2017-12-03",7.9,NA,NA,7.6,48.4,"구름조금","부산"
"1433","2017-12-04",7,NA,NA,12.2,41.8,"맑음","부산"
"1434","2017-12-05",0.4,NA,NA,11.5,34.9,"맑음","부산"
"1435","2017-12-06",3.8,NA,NA,6.8,45.6,"맑음","부산"
"1436","2017-12-07",6.9,NA,NA,10.1,49.8,"구름조금","부산"
"1437","2017-12-08",1.5,NA,NA,12.6,32,"맑음","부산"
"1438","2017-12-09",3.4,NA,NA,8.3,49.1,"구름조금","부산"
"1439","2017-12-10",6.7,0.2,NA,12.2,60.9,"구름조금","부산"
"1440","2017-12-11",1.2,NA,NA,23,37.6,"맑음","부산"
"1441","2017-12-12",-2.7,NA,NA,8.6,30.5,"맑음","부산"
"1442","2017-12-13",-1.3,NA,NA,11.9,20.6,"맑음","부산"
"1443","2017-12-14",2.9,NA,NA,5,20.1,"구름조금","부산"
"1444","2017-12-15",4.8,NA,NA,7.2,22.9,"구름조금","부산"
"1445","2017-12-16",1.9,NA,NA,10.1,38.3,"구름조금","부산"
"1446","2017-12-17",-1.4,NA,NA,10.4,32.5,"맑음","부산"
"1447","2017-12-18",2.6,NA,NA,11.2,46.1,"맑음","부산"
"1448","2017-12-19",3.5,NA,NA,12.6,41,"맑음","부산"
"1449","2017-12-20",1.9,NA,NA,11.5,33.6,"맑음","부산"
"1450","2017-12-21",4.3,NA,NA,9,38.3,"맑음","부산"
"1451","2017-12-22",5.1,NA,NA,11.5,44.9,"맑음","부산"
"1452","2017-12-23",8,NA,NA,10.8,48.6,"구름조금","부산"
"1453","2017-12-24",8.8,10.4,NA,15.1,68.9,"구름많음","부산"
"1454","2017-12-25",3.4,NA,NA,11.9,38,"맑음","부산"
"1455","2017-12-26",3,NA,NA,12.6,38.9,"맑음","부산"
"1456","2017-12-27",-0.6,NA,NA,9,21.5,"맑음","부산"
"1457","2017-12-28",2,NA,NA,11.5,36.9,"구름조금","부산"
"1458","2017-12-29",5.8,NA,NA,8.6,53,"맑음","부산"
"1459","2017-12-30",6.9,NA,NA,7.2,57.9,"구름많음","부산"
"1460","2017-12-31",5.5,0,NA,13.7,42.3,"맑음","부산"
"1461","2018-01-01",2.7,NA,NA,9.7,32,"맑음","부산"
"1462","2018-01-02",4.1,NA,NA,7.9,39.6,"맑음","부산"
"1463","2018-01-03",2.6,NA,NA,10.1,24.5,"구름조금","부산"
"1464","2018-01-04",2.8,NA,NA,8.3,38.3,"구름많음","부산"
"1465","2018-01-05",4.1,0.8,NA,9.4,46.6,"구름조금","부산"
"1466","2018-01-06",3.1,NA,NA,10.8,33.6,"맑음","부산"
"1467","2018-01-07",5.4,0.1,NA,4.3,48,"구름많음","부산"
"1468","2018-01-08",5.8,6.4,NA,10.1,83.6,"흐림","부산"
"1469","2018-01-09",1.9,NA,NA,23.8,47,"구름조금","부산"
"1470","2018-01-10",-0.7,0.2,1.3,14.8,51.9,"맑음","부산"
"1471","2018-01-11",-4.6,NA,NA,15.5,42.6,"맑음","부산"
"1472","2018-01-12",-4.8,NA,NA,11.2,34.5,"맑음","부산"
"1473","2018-01-13",-0.2,NA,NA,7.6,46.3,"맑음","부산"
"1474","2018-01-14",3.5,NA,NA,6.1,60.5,"구름조금","부산"
"1475","2018-01-15",9.3,0.1,NA,14,62.4,"맑음","부산"
"1476","2018-01-16",8.8,27.6,NA,11.2,84.4,"흐림","부산"
"1477","2018-01-17",6.4,5.4,NA,10.1,90.5,"구름많음","부산"
"1478","2018-01-18",7.2,NA,NA,11.5,67.8,"구름조금","부산"
"1479","2018-01-19",6,NA,NA,12.2,39,"맑음","부산"
"1480","2018-01-20",5.2,NA,NA,12.2,36.5,"맑음","부산"
"1481","2018-01-21",6.5,NA,NA,8.3,38.3,"구름조금","부산"
"1482","2018-01-22",6.1,0.3,NA,11.2,62.4,"구름많음","부산"
"1483","2018-01-23",-1.3,NA,NA,15.8,36.3,"맑음","부산"
"1484","2018-01-24",-6.7,NA,NA,13.3,29.8,"맑음","부산"
"1485","2018-01-25",-5.1,NA,NA,13,22.3,"구름조금","부산"
"1486","2018-01-26",-5.4,NA,NA,10.1,23.9,"맑음","부산"
"1487","2018-01-27",-1.4,NA,NA,8.6,24.5,"맑음","부산"
"1488","2018-01-28",1.4,NA,NA,10.8,30.5,"구름조금","부산"
"1489","2018-01-29",-2.4,NA,NA,9.7,33,"맑음","부산"
"1490","2018-01-30",-2.1,NA,NA,11.5,34,"구름조금","부산"
"1491","2018-01-31",1.9,NA,NA,9.7,39.9,"구름많음","부산"
"1492","2018-02-01",3.3,NA,NA,9,33.5,"맑음","부산"
"1493","2018-02-02",2.6,NA,NA,9.7,25.3,"구름많음","부산"
"1494","2018-02-03",-0.2,NA,NA,15.1,28.8,"맑음","부산"
"1495","2018-02-04",-4.7,NA,NA,15.8,30.5,"맑음","부산"
"1496","2018-02-05",-4.4,NA,NA,14.8,30,"맑음","부산"
"1497","2018-02-06",-5.1,NA,NA,13,27.6,"맑음","부산"
"1498","2018-02-07",-3.5,NA,NA,10.8,31.4,"맑음","부산"
"1499","2018-02-08",0.8,NA,NA,8.3,32,"맑음","부산"
"1500","2018-02-09",6.1,0.2,NA,10.1,57.3,"구름많음","부산"
"1501","2018-02-10",6.4,NA,NA,11.5,40.6,"구름많음","부산"
"1502","2018-02-11",-1.1,NA,NA,16.2,35.6,"맑음","부산"
"1503","2018-02-12",-0.8,NA,NA,20.5,44.1,"맑음","부산"
"1504","2018-02-13",1.8,NA,NA,15.5,42.5,"맑음","부산"
"1505","2018-02-14",8.5,NA,NA,25.6,59.5,"구름조금","부산"
"1506","2018-02-15",7.8,NA,NA,7.9,55.6,"구름많음","부산"
"1507","2018-02-16",6.6,NA,NA,7.2,51.3,"구름많음","부산"
"1508","2018-02-17",4.1,NA,NA,12.6,20.9,"맑음","부산"
"1509","2018-02-18",4.8,NA,NA,8.6,26.9,"구름많음","부산"
"1510","2018-02-19",7,NA,NA,6.5,39.3,"구름많음","부산"
"1511","2018-02-20",8.3,NA,NA,8.3,32.6,"구름조금","부산"
"1512","2018-02-21",5.3,NA,NA,11.9,33.6,"구름조금","부산"
"1513","2018-02-22",4.2,NA,NA,16.6,28.4,"맑음","부산"
"1514","2018-02-23",6.8,NA,NA,19.1,48.8,"맑음","부산"
"1515","2018-02-24",8.6,NA,NA,14.4,50.1,"구름조금","부산"
"1516","2018-02-25",8.6,0,NA,7.9,73.9,"구름많음","부산"
"1517","2018-02-26",7.5,NA,NA,9.7,53.1,"맑음","부산"
"1518","2018-02-27",9.2,NA,NA,9.4,59.8,"구름조금","부산"
"1519","2018-02-28",9.6,52.3,NA,13.7,78.6,"흐림","부산"
"1520","2018-03-01",7.4,NA,NA,24.1,43.8,"구름조금","부산"
"1521","2018-03-02",4.9,NA,NA,12.6,41.6,"맑음","부산"
"1522","2018-03-03",9.6,NA,NA,10.1,59.4,"구름조금","부산"
"1523","2018-03-04",13.2,39.1,NA,10.8,82.1,"구름많음","부산"
"1524","2018-03-05",6.5,7.7,NA,16.6,83.5,"구름많음","부산"
"1525","2018-03-06",6.4,NA,NA,14.8,59.5,"구름조금","부산"
"1526","2018-03-07",7.2,3.8,NA,14.8,69.1,"흐림","부산"
"1527","2018-03-08",4.9,23.5,NA,13,86.8,"흐림","부산"
"1528","2018-03-09",4.8,NA,NA,8.3,69.3,"구름많음","부산"
"1529","2018-03-10",7.6,NA,NA,11.5,63.3,"구름조금","부산"
"1530","2018-03-11",9.7,NA,NA,12.2,41.9,"맑음","부산"
"1531","2018-03-12",11.2,NA,NA,12.2,56.6,"맑음","부산"
"1532","2018-03-13",13.3,NA,NA,20.5,71,"맑음","부산"
"1533","2018-03-14",15.3,NA,NA,18,73.4,"맑음","부산"
"1534","2018-03-15",14.3,62,NA,17.6,92.3,"흐림","부산"
"1535","2018-03-16",5.3,2.5,NA,19.1,62.4,"구름많음","부산"
"1536","2018-03-17",6.6,NA,NA,11.2,61.6,"구름조금","부산"
"1537","2018-03-18",10.7,5,NA,5.8,77.1,"구름많음","부산"
"1538","2018-03-19",9.6,37.1,NA,15.8,90.8,"흐림","부산"
"1539","2018-03-20",5.7,3.4,NA,23.8,65,"흐림","부산"
"1540","2018-03-21",2.9,22,NA,16.9,86.3,"흐림","부산"
"1541","2018-03-22",6.8,NA,NA,11.9,61,"구름조금","부산"
"1542","2018-03-23",9.6,NA,NA,11.5,53.5,"맑음","부산"
"1543","2018-03-24",12.4,NA,NA,14,44.9,"맑음","부산"
"1544","2018-03-25",13.9,NA,NA,12.6,50.5,"맑음","부산"
"1545","2018-03-26",15.5,NA,NA,12.2,39.8,"맑음","부산"
"1546","2018-03-27",16,NA,NA,15.1,41.3,"맑음","부산"
"1547","2018-03-28",15.6,NA,NA,16.9,58,"맑음","부산"
"1548","2018-03-29",15.1,NA,NA,11.5,61.4,"맑음","부산"
"1549","2018-03-30",12.7,NA,NA,14.4,52.4,"맑음","부산"
"1550","2018-03-31",14.1,NA,NA,9.4,49.4,"맑음","부산"
"1551","2018-04-01",16.3,NA,NA,16.6,64.1,"구름조금","부산"
"1552","2018-04-02",17.9,NA,NA,17.3,76.4,"맑음","부산"
"1553","2018-04-03",18.2,NA,NA,19.1,78,"맑음","부산"
"1554","2018-04-04",11.1,5.9,NA,12.2,85.5,"흐림","부산"
"1555","2018-04-05",10.5,0,NA,11.5,75.4,"흐림","부산"
"1556","2018-04-06",10.7,21,NA,15.1,64.4,"구름많음","부산"
"1557","2018-04-07",6.5,NA,NA,23.8,37.1,"구름조금","부산"
"1558","2018-04-08",8.8,NA,NA,20.5,52,"맑음","부산"
"1559","2018-04-09",13.6,NA,NA,14.8,60.9,"구름조금","부산"
"1560","2018-04-10",14.9,NA,NA,23.4,76.4,"구름많음","부산"
"1561","2018-04-11",18.7,0.2,NA,23.8,55.6,"구름많음","부산"
"1562","2018-04-12",16.3,NA,NA,11.5,29.1,"구름많음","부산"
"1563","2018-04-13",13.7,NA,NA,12.2,40.6,"구름많음","부산"
"1564","2018-04-14",12.5,34.1,NA,11.2,86.1,"흐림","부산"
"1565","2018-04-15",13.9,NA,NA,10.4,51,"구름조금","부산"
"1566","2018-04-16",12.8,NA,NA,11.5,58.5,"구름조금","부산"
"1567","2018-04-17",13.9,NA,NA,8.6,70.8,"구름조금","부산"
"1568","2018-04-18",15.3,NA,NA,13.3,56.9,"맑음","부산"
"1569","2018-04-19",15.8,NA,NA,14.4,51.1,"맑음","부산"
"1570","2018-04-20",18.8,NA,NA,8.6,44.6,"맑음","부산"
"1571","2018-04-21",18.9,NA,NA,14,54.6,"맑음","부산"
"1572","2018-04-22",17.1,0,NA,11.9,72.3,"흐림","부산"
"1573","2018-04-23",11.8,34.8,NA,15.1,88.9,"흐림","부산"
"1574","2018-04-24",12,60.4,NA,16.9,81.5,"흐림","부산"
"1575","2018-04-25",13.3,NA,NA,7.9,47.3,"맑음","부산"
